User_ID,Year,Country,Gender,Age_Group,Urban_Rural,Phone_Type,Fintech_Used,Use_Case_1,Use_Case_2,Monthly_Transactions,Avg_Transaction_Value,Barrier
U6174,2024,Uganda,Male,18-24,Rural,Smartphone,No,Airtime Top-up,,0,0.0,Poor Network
U6175,2016,Kenya,Female,45-54,Rural,Feature Phone,No,Online Shopping,Business Use,0,0.0,Poor Network
U6176,2019,Ghana,Male,18-24,Urban,Feature Phone,Yes,Online Shopping,P2P Transfers,5,12.55,None
U6177,2016,Uganda,Female,45-54,Urban,Feature Phone,Yes,Bill Payments,,11,35.01,None
U6178,2020,Zimbabwe,Female,25-34,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Poor Network
U6179,2016,Uganda,Female,45-54,Urban,Feature Phone,No,Business Use,Online Shopping,0,0.0,No ID
U6180,2017,Ghana,Male,45-54,Urban,Smartphone,Yes,P2P Transfers,,3,7.36,None
U6181,2018,Kenya,Female,35-44,Urban,Smartphone,Yes,P2P Transfers,Airtime Top-up,10,28.44,None
U6182,2018,Zimbabwe,Male,18-24,Urban,None,No,Airtime Top-up,,0,0.0,No Smartphone
U6183,2018,Zimbabwe,Female,45-54,Rural,Smartphone,No,Online Shopping,,0,0.0,No Trust
U6184,2024,Ghana,Male,35-44,Rural,Smartphone,Yes,Airtime Top-up,P2P Transfers,3,14.96,None
U6185,2023,Nigeria,Female,45-54,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No ID
U6186,2016,Kenya,Female,35-44,Rural,Smartphone,Yes,Airtime Top-up,,4,11.87,None
U6187,2022,Uganda,Female,55+,Urban,Feature Phone,Yes,Online Shopping,,5,40.84,None
U6188,2018,South Africa,Male,18-24,Urban,Smartphone,No,Bill Payments,Online Shopping,0,0.0,No ID
U6189,2016,Ghana,Other,18-24,Urban,Smartphone,Yes,P2P Transfers,Bill Payments,3,37.78,None
U6190,2024,Ghana,Male,25-34,Rural,Feature Phone,No,Airtime Top-up,Online Shopping,0,0.0,No Smartphone
U6191,2018,Ghana,Male,45-54,Rural,None,No,Airtime Top-up,,0,0.0,Poor Network
U6192,2017,Nigeria,Male,18-24,Rural,Smartphone,No,Airtime Top-up,P2P Transfers,0,0.0,Low Digital Literacy
U6193,2024,Zimbabwe,Male,35-44,Urban,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Trust
U6194,2019,Ghana,Male,35-44,Rural,Smartphone,No,Bill Payments,,0,0.0,Poor Network
U6195,2016,South Africa,Male,25-34,Urban,Feature Phone,No,Online Shopping,,0,0.0,No Smartphone
U6196,2023,Ghana,Male,18-24,Rural,Feature Phone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6197,2023,Nigeria,Female,45-54,Urban,Smartphone,Yes,Business Use,,6,12.23,None
U6198,2018,Tanzania,Female,25-34,Rural,Smartphone,No,P2P Transfers,,0,0.0,No ID
U6199,2021,Tanzania,Other,25-34,Urban,Feature Phone,No,Bill Payments,,0,0.0,Low Digital Literacy
U6200,2016,Uganda,Female,25-34,Urban,None,No,Airtime Top-up,,0,0.0,No Smartphone
U6201,2023,Ghana,Male,18-24,Rural,Feature Phone,Yes,Airtime Top-up,Online Shopping,8,33.87,None
U6202,2019,Uganda,Male,18-24,Urban,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,Poor Network
U6203,2024,Tanzania,Male,45-54,Rural,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,No Smartphone
U6204,2015,Nigeria,Male,35-44,Urban,Smartphone,Yes,Airtime Top-up,,4,8.27,None
U6205,2015,Nigeria,Male,18-24,Rural,Feature Phone,No,Online Shopping,Bill Payments,0,0.0,Low Digital Literacy
U6206,2021,Nigeria,Male,35-44,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U6207,2016,Tanzania,Male,25-34,Rural,Feature Phone,No,P2P Transfers,,0,0.0,Low Digital Literacy
U6208,2021,Nigeria,Female,25-34,Rural,Feature Phone,Yes,Online Shopping,P2P Transfers,8,22.43,None
U6209,2025,Uganda,Female,25-34,Rural,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6210,2018,Ghana,Female,18-24,Rural,Smartphone,Yes,Bill Payments,Business Use,5,37.59,None
U6211,2023,Uganda,Male,18-24,Rural,Smartphone,Yes,Airtime Top-up,Online Shopping,6,16.13,None
U6212,2016,Kenya,Male,25-34,Urban,None,No,Online Shopping,,0,0.0,Poor Network
U6213,2024,Kenya,Male,35-44,Urban,Smartphone,Yes,P2P Transfers,,7,25.33,None
U6214,2025,Kenya,Male,35-44,Urban,Feature Phone,Yes,Airtime Top-up,,3,46.83,None
U6215,2025,Tanzania,Male,55+,Rural,Smartphone,Yes,Business Use,,7,42.97,None
U6216,2019,South Africa,Female,18-24,Rural,Feature Phone,No,Business Use,,0,0.0,No ID
U6217,2017,Uganda,Male,25-34,Rural,Smartphone,No,Business Use,Online Shopping,0,0.0,No ID
U6218,2021,Kenya,Male,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No Trust
U6219,2025,Ghana,Female,35-44,Rural,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U6220,2023,Ghana,Male,45-54,Urban,Feature Phone,No,Airtime Top-up,Online Shopping,0,0.0,No Smartphone
U6221,2024,Uganda,Male,18-24,Rural,Smartphone,No,P2P Transfers,Online Shopping,0,0.0,Low Digital Literacy
U6222,2019,Tanzania,Other,25-34,Rural,Smartphone,No,Bill Payments,Airtime Top-up,0,0.0,No Trust
U6223,2023,Zimbabwe,Male,25-34,Urban,Feature Phone,Yes,Airtime Top-up,,10,8.8,None
U6224,2021,South Africa,Female,18-24,Rural,Smartphone,Yes,Business Use,P2P Transfers,4,12.56,None
U6225,2024,Kenya,Male,35-44,Rural,Feature Phone,Yes,Bill Payments,P2P Transfers,5,32.66,None
U6226,2017,Uganda,Male,45-54,Urban,Smartphone,No,Bill Payments,P2P Transfers,0,0.0,Low Digital Literacy
U6227,2019,Ghana,Male,18-24,Urban,None,No,Bill Payments,,0,0.0,Poor Network
U6228,2018,South Africa,Female,45-54,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6229,2020,South Africa,Male,18-24,Urban,Smartphone,No,Airtime Top-up,Business Use,0,0.0,No Smartphone
U6230,2023,Uganda,Female,18-24,Rural,Feature Phone,No,Online Shopping,,0,0.0,Low Digital Literacy
U6231,2017,Uganda,Female,25-34,Urban,Smartphone,Yes,Business Use,Airtime Top-up,3,46.45,None
U6232,2022,South Africa,Male,25-34,Urban,Smartphone,No,Online Shopping,Business Use,0,0.0,Poor Network
U6233,2023,Tanzania,Female,35-44,Rural,Smartphone,No,Airtime Top-up,Business Use,0,0.0,Low Digital Literacy
U6234,2020,Kenya,Female,35-44,Urban,Smartphone,Yes,Business Use,,1,41.7,None
U6235,2023,Tanzania,Male,35-44,Urban,Feature Phone,Yes,Airtime Top-up,Online Shopping,5,19.94,None
U6236,2017,Tanzania,Female,25-34,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,No ID
U6237,2024,Ghana,Male,45-54,Rural,Feature Phone,Yes,Airtime Top-up,Business Use,8,22.38,None
U6238,2024,South Africa,Female,18-24,Rural,Feature Phone,Yes,Bill Payments,Airtime Top-up,3,12.42,None
U6239,2024,Uganda,Male,45-54,Rural,Smartphone,Yes,Business Use,,2,7.39,None
U6240,2024,South Africa,Male,25-34,Rural,Smartphone,Yes,P2P Transfers,,4,20.81,None
U6241,2025,Ghana,Male,35-44,Rural,Feature Phone,No,Bill Payments,,0,0.0,Low Digital Literacy
U6242,2017,Tanzania,Male,18-24,Urban,Smartphone,Yes,Airtime Top-up,,7,49.74,None
U6243,2023,Uganda,Other,18-24,Urban,Smartphone,Yes,Business Use,,8,34.82,None
U6244,2018,Zimbabwe,Male,45-54,Rural,Feature Phone,No,P2P Transfers,,0,0.0,No Trust
U6245,2023,Nigeria,Male,18-24,Urban,Feature Phone,Yes,Online Shopping,Airtime Top-up,4,25.3,None
U6246,2016,Nigeria,Female,45-54,Rural,Smartphone,No,Online Shopping,Bill Payments,0,0.0,No Trust
U6247,2022,Nigeria,Male,55+,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,No Smartphone
U6248,2020,Zimbabwe,Male,35-44,Rural,Feature Phone,Yes,P2P Transfers,Bill Payments,3,13.79,None
U6249,2025,Uganda,Male,25-34,Urban,Smartphone,No,Airtime Top-up,Business Use,0,0.0,Low Digital Literacy
U6250,2018,Kenya,Male,25-34,Rural,Smartphone,No,Business Use,Online Shopping,0,0.0,No Smartphone
U6251,2025,Nigeria,Female,18-24,Rural,Smartphone,Yes,Airtime Top-up,Bill Payments,6,24.57,None
U6252,2022,South Africa,Female,35-44,Rural,Smartphone,No,Online Shopping,Bill Payments,0,0.0,No ID
U6253,2021,Zimbabwe,Female,45-54,Rural,Smartphone,Yes,Online Shopping,Airtime Top-up,7,15.44,None
U6254,2016,Ghana,Female,45-54,Rural,Smartphone,Yes,Online Shopping,Airtime Top-up,8,28.99,None
U6255,2018,Tanzania,Male,25-34,Urban,Smartphone,Yes,Airtime Top-up,P2P Transfers,3,11.56,None
U6256,2023,Ghana,Female,18-24,Urban,Feature Phone,Yes,Business Use,P2P Transfers,5,21.83,None
U6257,2022,Kenya,Male,18-24,Urban,Smartphone,Yes,Bill Payments,P2P Transfers,3,7.37,None
U6258,2018,Nigeria,Female,25-34,Urban,Feature Phone,Yes,Bill Payments,P2P Transfers,3,39.34,None
U6259,2023,Zimbabwe,Male,18-24,Urban,Smartphone,Yes,Bill Payments,Business Use,1,17.06,None
U6260,2018,Nigeria,Male,25-34,Rural,Feature Phone,No,Airtime Top-up,Online Shopping,0,0.0,Poor Network
U6261,2015,Kenya,Female,35-44,Urban,Feature Phone,Yes,Online Shopping,Business Use,7,23.2,None
U6262,2025,South Africa,Male,25-34,Rural,Feature Phone,Yes,Online Shopping,Business Use,2,15.24,None
U6263,2021,Uganda,Female,35-44,Rural,Feature Phone,Yes,Online Shopping,,7,28.09,None
U6264,2022,Nigeria,Male,25-34,Rural,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No Trust
U6265,2023,Uganda,Male,25-34,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No Trust
U6266,2016,Kenya,Female,25-34,Urban,Smartphone,Yes,Business Use,Airtime Top-up,5,25.22,None
U6267,2020,South Africa,Female,45-54,Urban,Smartphone,Yes,P2P Transfers,,2,19.17,None
U6268,2018,Tanzania,Female,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U6269,2018,Nigeria,Male,25-34,Rural,Smartphone,Yes,Airtime Top-up,,5,13.74,None
U6270,2022,Ghana,Female,35-44,Urban,Smartphone,Yes,Airtime Top-up,,5,19.26,None
U6271,2018,Nigeria,Male,25-34,Rural,Smartphone,Yes,Online Shopping,,3,21.56,None
U6272,2016,Zimbabwe,Other,35-44,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,Poor Network
U6273,2025,South Africa,Male,25-34,Rural,Smartphone,Yes,Online Shopping,,7,7.01,None
U6274,2018,Zimbabwe,Male,18-24,Urban,Feature Phone,Yes,P2P Transfers,,7,6.74,None
U6275,2015,South Africa,Male,35-44,Rural,Feature Phone,Yes,Business Use,Bill Payments,4,27.38,None
U6276,2024,South Africa,Female,35-44,Rural,Smartphone,Yes,Online Shopping,,4,20.22,None
U6277,2015,Zimbabwe,Female,35-44,Urban,Smartphone,No,Business Use,Bill Payments,0,0.0,Low Digital Literacy
U6278,2015,Kenya,Female,25-34,Urban,Feature Phone,Yes,P2P Transfers,Business Use,7,35.71,None
U6279,2022,Kenya,Male,35-44,Urban,Smartphone,No,Business Use,,0,0.0,Poor Network
U6280,2021,Ghana,Male,18-24,Urban,Feature Phone,Yes,Business Use,,7,15.1,None
U6281,2022,Nigeria,Female,25-34,Rural,Smartphone,No,Business Use,Bill Payments,0,0.0,No Trust
U6282,2016,Tanzania,Female,18-24,Urban,Feature Phone,Yes,P2P Transfers,Bill Payments,4,34.08,None
U6283,2016,South Africa,Male,25-34,Rural,None,No,P2P Transfers,Online Shopping,0,0.0,None
U6284,2020,Zimbabwe,Female,45-54,Rural,Smartphone,Yes,Online Shopping,,3,6.78,None
U6285,2018,South Africa,Male,18-24,Urban,Smartphone,No,Airtime Top-up,,0,0.0,Low Digital Literacy
U6286,2022,Ghana,Female,25-34,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,6,12.06,None
U6287,2025,Uganda,Male,25-34,Rural,None,No,Online Shopping,,0,0.0,No Trust
U6288,2023,Kenya,Female,35-44,Rural,Smartphone,Yes,Online Shopping,,6,24.85,None
U6289,2025,South Africa,Female,25-34,Urban,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U6290,2017,Tanzania,Female,55+,Urban,Feature Phone,No,Business Use,,0,0.0,Low Digital Literacy
U6291,2017,Nigeria,Female,25-34,Urban,Feature Phone,Yes,Business Use,P2P Transfers,10,30.96,None
U6292,2023,Tanzania,Female,45-54,Urban,Smartphone,No,Airtime Top-up,Business Use,0,0.0,No Trust
U6293,2025,Kenya,Male,45-54,Urban,Feature Phone,No,Bill Payments,,0,0.0,No Trust
U6294,2018,Ghana,Male,18-24,Rural,Smartphone,Yes,Airtime Top-up,Online Shopping,4,38.26,None
U6295,2016,Ghana,Male,25-34,Rural,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U6296,2023,Ghana,Female,45-54,Urban,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,No ID
U6297,2020,Ghana,Male,25-34,Rural,Smartphone,No,Online Shopping,,0,0.0,No Smartphone
U6298,2019,Tanzania,Male,25-34,Urban,None,No,P2P Transfers,,0,0.0,Low Digital Literacy
U6299,2025,Ghana,Other,25-34,Rural,Smartphone,Yes,Online Shopping,,2,35.43,None
U6300,2018,Ghana,Male,18-24,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,4,14.31,None
U6301,2015,Tanzania,Female,25-34,Rural,Feature Phone,Yes,P2P Transfers,,8,35.67,None
U6302,2015,Tanzania,Female,25-34,Rural,Smartphone,Yes,Online Shopping,,3,18.18,None
U6303,2023,Kenya,Other,45-54,Urban,Smartphone,Yes,Bill Payments,Business Use,5,12.67,None
U6304,2016,Ghana,Male,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U6305,2023,Nigeria,Other,18-24,Urban,Smartphone,Yes,Business Use,Bill Payments,8,33.25,None
U6306,2019,Kenya,Male,35-44,Urban,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6307,2019,Ghana,Male,25-34,Rural,Feature Phone,Yes,P2P Transfers,,4,28.08,None
U6308,2018,Tanzania,Male,45-54,Urban,Smartphone,No,Business Use,Online Shopping,0,0.0,No Trust
U6309,2015,Uganda,Male,25-34,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No Smartphone
U6310,2023,Ghana,Male,18-24,Urban,Feature Phone,No,Online Shopping,,0,0.0,No ID
U6311,2016,Ghana,Male,25-34,Rural,Feature Phone,Yes,Online Shopping,,6,26.21,None
U6312,2025,Ghana,Male,18-24,Rural,Smartphone,No,Bill Payments,,0,0.0,Low Digital Literacy
U6313,2021,Tanzania,Female,18-24,Rural,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6314,2019,Zimbabwe,Male,18-24,Rural,Smartphone,No,Airtime Top-up,Business Use,0,0.0,No Smartphone
U6315,2018,South Africa,Male,25-34,Urban,None,No,Bill Payments,Airtime Top-up,0,0.0,None
U6316,2020,Tanzania,Female,18-24,Rural,Feature Phone,Yes,Airtime Top-up,,3,39.72,None
U6317,2023,Nigeria,Female,35-44,Urban,Smartphone,No,Bill Payments,Business Use,0,0.0,No ID
U6318,2018,Zimbabwe,Male,18-24,Rural,Feature Phone,No,Bill Payments,,0,0.0,Low Digital Literacy
U6319,2017,Zimbabwe,Male,18-24,Urban,Feature Phone,No,Business Use,P2P Transfers,0,0.0,No Trust
U6320,2019,Ghana,Male,45-54,Rural,Smartphone,Yes,Business Use,,7,8.17,None
U6321,2018,Ghana,Male,18-24,Rural,Feature Phone,Yes,Airtime Top-up,Online Shopping,11,10.34,None
U6322,2016,Zimbabwe,Female,18-24,Urban,Smartphone,Yes,P2P Transfers,Business Use,8,19.39,None
U6323,2017,Uganda,Male,35-44,Rural,Smartphone,Yes,P2P Transfers,,4,43.56,None
U6324,2021,Tanzania,Female,35-44,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U6325,2022,Nigeria,Male,45-54,Urban,Feature Phone,Yes,Online Shopping,,8,24.62,None
U6326,2019,Kenya,Male,25-34,Urban,None,No,Bill Payments,Airtime Top-up,0,0.0,No ID
U6327,2021,Tanzania,Male,35-44,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,Low Digital Literacy
U6328,2017,Ghana,Male,18-24,Rural,Smartphone,Yes,Airtime Top-up,Bill Payments,3,44.55,None
U6329,2019,Tanzania,Male,25-34,Urban,Smartphone,No,Business Use,Airtime Top-up,0,0.0,No Trust
U6330,2021,Nigeria,Male,45-54,Urban,Feature Phone,No,Airtime Top-up,P2P Transfers,0,0.0,No Trust
U6331,2018,South Africa,Male,18-24,Urban,Feature Phone,Yes,Online Shopping,Business Use,7,36.53,None
U6332,2017,Ghana,Female,18-24,Urban,Smartphone,Yes,Business Use,Online Shopping,11,14.5,None
U6333,2015,South Africa,Female,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6334,2015,South Africa,Female,55+,Urban,Feature Phone,Yes,Business Use,Online Shopping,2,45.14,None
U6335,2022,Ghana,Male,18-24,Rural,Smartphone,Yes,P2P Transfers,,8,47.16,None
U6336,2022,Kenya,Female,45-54,Rural,Smartphone,Yes,Bill Payments,,4,35.8,None
U6337,2021,Kenya,Male,45-54,Rural,Smartphone,No,Online Shopping,P2P Transfers,0,0.0,Low Digital Literacy
U6338,2023,Ghana,Male,45-54,Rural,Feature Phone,No,Bill Payments,,0,0.0,Low Digital Literacy
U6339,2016,Nigeria,Male,25-34,Rural,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6340,2023,Uganda,Male,18-24,Urban,Smartphone,No,P2P Transfers,,0,0.0,No Trust
U6341,2024,Nigeria,Female,25-34,Urban,Feature Phone,Yes,Online Shopping,P2P Transfers,8,42.76,None
U6342,2022,Kenya,Female,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,No Smartphone
U6343,2021,South Africa,Male,25-34,Urban,Smartphone,No,P2P Transfers,Business Use,0,0.0,No ID
U6344,2021,South Africa,Female,35-44,Urban,None,No,Airtime Top-up,,0,0.0,None
U6345,2021,Nigeria,Male,25-34,Urban,Feature Phone,Yes,Business Use,P2P Transfers,6,7.71,None
U6346,2023,South Africa,Female,18-24,Urban,Smartphone,Yes,Online Shopping,,5,32.8,None
U6347,2022,Tanzania,Female,35-44,Urban,Smartphone,Yes,Business Use,,5,29.78,None
U6348,2015,Nigeria,Female,18-24,Rural,Smartphone,No,Bill Payments,Online Shopping,0,0.0,Low Digital Literacy
U6349,2016,Nigeria,Male,45-54,Rural,Smartphone,Yes,Airtime Top-up,Bill Payments,5,42.75,None
U6350,2017,Kenya,Female,25-34,Urban,Feature Phone,No,Online Shopping,Business Use,0,0.0,No Smartphone
U6351,2023,Tanzania,Female,25-34,Rural,None,No,P2P Transfers,,0,0.0,No Trust
U6352,2018,Kenya,Male,25-34,Rural,Smartphone,No,Airtime Top-up,,0,0.0,Poor Network
U6353,2023,Zimbabwe,Female,35-44,Urban,Feature Phone,Yes,P2P Transfers,Airtime Top-up,1,22.16,None
U6354,2021,Ghana,Female,18-24,Rural,Smartphone,Yes,Business Use,,10,13.8,None
U6355,2024,Tanzania,Female,25-34,Rural,Smartphone,No,Business Use,Bill Payments,0,0.0,No ID
U6356,2025,South Africa,Female,18-24,Rural,Smartphone,No,Airtime Top-up,Online Shopping,0,0.0,No Trust
U6357,2017,Kenya,Female,25-34,Rural,Smartphone,Yes,Online Shopping,,5,36.98,None
U6358,2025,Nigeria,Female,45-54,Urban,Smartphone,No,P2P Transfers,Bill Payments,0,0.0,Poor Network
U6359,2019,Ghana,Female,55+,Rural,Smartphone,Yes,Business Use,Airtime Top-up,4,26.88,None
U6360,2020,Uganda,Female,25-34,Rural,Smartphone,Yes,Online Shopping,,5,27.21,None
U6361,2018,South Africa,Male,25-34,Urban,Smartphone,Yes,Airtime Top-up,,6,5.64,None
U6362,2023,Tanzania,Female,18-24,Rural,Smartphone,No,Bill Payments,Online Shopping,0,0.0,No Trust
U6363,2021,South Africa,Male,45-54,Rural,Feature Phone,No,Online Shopping,,0,0.0,Poor Network
U6364,2024,South Africa,Female,18-24,Rural,None,No,Airtime Top-up,,0,0.0,None
U6365,2018,Nigeria,Male,25-34,Urban,Feature Phone,No,Bill Payments,Business Use,0,0.0,No ID
U6366,2023,Ghana,Female,25-34,Rural,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U6367,2025,Ghana,Male,45-54,Urban,Smartphone,Yes,Online Shopping,,5,39.67,None
U6368,2017,Tanzania,Female,55+,Urban,Feature Phone,Yes,P2P Transfers,,6,7.36,None
U6369,2018,South Africa,Male,35-44,Urban,None,No,Business Use,,0,0.0,None
U6370,2020,Ghana,Female,25-34,Urban,Feature Phone,Yes,Airtime Top-up,Business Use,7,38.19,None
U6371,2025,Uganda,Other,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U6372,2025,Nigeria,Male,18-24,Urban,Smartphone,No,Bill Payments,,0,0.0,No ID
U6373,2024,Zimbabwe,Female,25-34,Urban,Smartphone,Yes,Bill Payments,Airtime Top-up,5,30.6,None
U6374,2023,Tanzania,Other,45-54,Urban,Smartphone,No,Airtime Top-up,,0,0.0,No Trust
U6375,2025,Kenya,Male,25-34,Urban,Feature Phone,Yes,Business Use,Airtime Top-up,5,42.49,None
U6376,2016,Kenya,Male,25-34,Rural,Smartphone,Yes,Business Use,,7,49.65,None
U6377,2016,Uganda,Male,45-54,Urban,Feature Phone,No,Online Shopping,Business Use,0,0.0,No ID
U6378,2020,Ghana,Male,45-54,Urban,Smartphone,No,Business Use,Online Shopping,0,0.0,Poor Network
U6379,2023,Ghana,Male,18-24,Urban,Feature Phone,Yes,Business Use,,4,20.9,None
U6380,2019,Uganda,Male,18-24,Urban,Smartphone,Yes,Bill Payments,Business Use,2,14.09,None
U6381,2022,Kenya,Male,25-34,Urban,Smartphone,No,Business Use,,0,0.0,No ID
U6382,2024,Ghana,Male,35-44,Rural,Smartphone,Yes,Online Shopping,Airtime Top-up,7,37.14,None
U6383,2015,Nigeria,Male,18-24,Rural,Feature Phone,Yes,Bill Payments,,5,34.99,None
U6384,2020,Ghana,Male,35-44,Rural,Smartphone,No,Bill Payments,,0,0.0,No Smartphone
U6385,2018,Kenya,Female,18-24,Urban,Smartphone,Yes,P2P Transfers,,5,21.31,None
U6386,2017,South Africa,Male,35-44,Urban,Smartphone,No,P2P Transfers,,0,0.0,No ID
U6387,2019,Kenya,Male,25-34,Urban,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,No ID
U6388,2020,Nigeria,Female,18-24,Urban,Feature Phone,No,Online Shopping,P2P Transfers,0,0.0,No Trust
U6389,2020,Ghana,Male,25-34,Urban,Feature Phone,Yes,Business Use,Bill Payments,5,24.2,None
U6390,2017,South Africa,Male,35-44,Rural,Feature Phone,Yes,Bill Payments,,7,30.76,None
U6391,2020,Ghana,Female,25-34,Rural,Feature Phone,No,Online Shopping,,0,0.0,No Trust
U6392,2022,Tanzania,Male,25-34,Urban,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U6393,2019,Zimbabwe,Male,35-44,Urban,Feature Phone,Yes,Business Use,P2P Transfers,3,17.79,None
U6394,2023,Kenya,Female,35-44,Urban,Smartphone,No,Business Use,,0,0.0,Low Digital Literacy
U6395,2017,Kenya,Female,45-54,Urban,Feature Phone,No,Airtime Top-up,Bill Payments,0,0.0,No ID
U6396,2023,Uganda,Male,45-54,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6397,2019,Ghana,Male,55+,Rural,Feature Phone,Yes,Online Shopping,Business Use,4,26.38,None
U6398,2020,Tanzania,Male,55+,Urban,Feature Phone,Yes,Business Use,,8,18.07,None
U6399,2025,Kenya,Female,18-24,Rural,Smartphone,No,Business Use,Bill Payments,0,0.0,Poor Network
U6400,2021,Uganda,Other,35-44,Urban,Smartphone,Yes,Online Shopping,,7,24.98,None
U6401,2025,Uganda,Male,18-24,Rural,Smartphone,Yes,Airtime Top-up,,3,42.87,None
U6402,2023,South Africa,Female,25-34,Urban,Smartphone,Yes,Online Shopping,,6,35.0,None
U6403,2018,Tanzania,Female,18-24,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6404,2025,Uganda,Male,25-34,Urban,Smartphone,Yes,Bill Payments,,5,39.69,None
U6405,2019,Uganda,Female,25-34,Urban,Feature Phone,Yes,P2P Transfers,Business Use,4,10.33,None
U6406,2021,Tanzania,Male,35-44,Urban,Feature Phone,No,Business Use,,0,0.0,No ID
U6407,2015,Kenya,Male,45-54,Urban,Smartphone,No,Online Shopping,,0,0.0,No ID
U6408,2024,Tanzania,Female,35-44,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6409,2024,Ghana,Other,45-54,Rural,Smartphone,No,P2P Transfers,Airtime Top-up,0,0.0,No Smartphone
U6410,2022,Uganda,Male,25-34,Rural,Smartphone,Yes,Business Use,Bill Payments,4,32.78,None
U6411,2022,Ghana,Male,25-34,Urban,Feature Phone,No,Bill Payments,P2P Transfers,0,0.0,Poor Network
U6412,2025,Uganda,Male,25-34,Rural,Smartphone,No,Business Use,,0,0.0,No Trust
U6413,2019,Kenya,Male,25-34,Urban,Smartphone,Yes,Bill Payments,,3,46.94,None
U6414,2022,Nigeria,Female,55+,Urban,Feature Phone,Yes,Business Use,P2P Transfers,4,26.19,None
U6415,2019,South Africa,Other,35-44,Rural,Smartphone,No,Online Shopping,Business Use,0,0.0,Low Digital Literacy
U6416,2020,Zimbabwe,Male,18-24,Urban,Feature Phone,Yes,Bill Payments,Airtime Top-up,5,43.66,None
U6417,2024,Nigeria,Male,35-44,Rural,Smartphone,Yes,Bill Payments,Business Use,8,46.01,None
U6418,2020,Nigeria,Male,35-44,Urban,Feature Phone,Yes,Business Use,,3,28.45,None
U6419,2024,Zimbabwe,Male,18-24,Urban,Smartphone,No,P2P Transfers,Online Shopping,0,0.0,Poor Network
U6420,2016,Uganda,Male,55+,Rural,Feature Phone,No,Business Use,,0,0.0,Low Digital Literacy
U6421,2021,Nigeria,Female,18-24,Rural,Smartphone,No,P2P Transfers,,0,0.0,No Trust
U6422,2022,Kenya,Male,25-34,Urban,Smartphone,No,Online Shopping,,0,0.0,Poor Network
U6423,2019,Zimbabwe,Male,25-34,Rural,Smartphone,Yes,Airtime Top-up,,4,40.62,None
U6424,2020,Kenya,Other,45-54,Urban,Feature Phone,No,Airtime Top-up,,0,0.0,No ID
U6425,2024,Uganda,Female,35-44,Urban,None,No,P2P Transfers,Bill Payments,0,0.0,Poor Network
U6426,2020,South Africa,Female,25-34,Rural,Smartphone,Yes,Bill Payments,P2P Transfers,3,42.98,None
U6427,2022,Uganda,Female,18-24,Urban,Smartphone,Yes,Business Use,,7,45.43,None
U6428,2015,Zimbabwe,Female,35-44,Urban,Smartphone,Yes,Bill Payments,Business Use,7,9.36,None
U6429,2017,South Africa,Female,18-24,Urban,Smartphone,Yes,Online Shopping,Airtime Top-up,6,42.92,None
U6430,2019,South Africa,Male,18-24,Urban,Smartphone,Yes,Bill Payments,Airtime Top-up,1,26.59,None
